"","Indice","Latitud","Longitud","Sector","Hora","colClasses"
"12275",20,-0.218578,-78.5139415," CENTRO HISTORICO","13:19:50","numeric"
"12276",148,-0.2310341,-78.5133702,"ND","22:16:27","numeric"
"12277",135,-0.1285989,-78.4709734," Antiguo Convenio","23:13:47","character"
"12278",9,-0.2219683,-78.5141694," CENTRO HISTORICO","22:19:57","POSIXct"
"12279",149,-0.2264798,-78.5129893,"ND","06:48:39","numeric"
"12280",60,-0.1876121,-78.487523," LA CAROLINA","03:39:54","numeric"
"12281",6,-0.2238485,-78.5151109," CENTRO HISTORICO","04:08:37","numeric"
"12282",13,-0.223127,-78.5150599," CENTRO HISTORICO","22:09:36","character"
"12283",268,-0.126856,-78.470375,"ND","01:08:24","POSIXct"
"12284",147,-0.2394026,-78.5169268," CHIMBACALLE","01:23:18","numeric"
"12285",105,-0.2174944,-78.5187292," NO DEFINIDO","00:11:54","numeric"
"12286",119,-0.1998054,-78.431611," NO DEFINIDO","23:45:12","numeric"
"12287",168,-0.1888808,-78.4921646,"ND","06:29:02","character"
"12288",186,-0.2285236,-78.5068631," LA MARIN","07:11:24","POSIXct"
"12289",139,-0.2698078,-78.4637868," CONOCOTO","15:26:32","numeric"
"12290",164,-0.2097751,-78.5006028,"ND","00:37:17","numeric"
"12291",80,-0.206621,-78.4853789999999," LA FLORESTA","20:05:30","numeric"
"12292",232,-0.2244092,-78.4281992," CUMBAYA","11:11:26","character"
"12293",109,-0.2019538,-78.501724," NO DEFINIDO","14:26:44","POSIXct"
"12294",109,-0.2019538,-78.501724," NO DEFINIDO","05:12:55","numeric"
"12295",246,-0.220863,-78.51126,"ND","16:43:23","numeric"
"12296",184,-0.2613428,-78.5471499,"ND","12:42:59","numeric"
"12297",238,-0.119486,-78.453083,"ND","12:39:42","character"
"12298",213,-0.3064248,-78.4363854,"ND","16:51:08","POSIXct"
"12299",67,-0.2076481,-78.512139," LA CAROLINA","01:24:31","numeric"
"12300",189,-0.2784766,-78.5428262,"ND","08:02:06","numeric"
"12301",245,-0.220349,-78.51105,"ND","08:29:50","numeric"
"12302",6,-0.2238485,-78.5151109," CENTRO HISTORICO","08:27:06","character"
"12303",7,-0.2235642,-78.5155964," CENTRO HISTORICO","16:25:49","POSIXct"
"12304",62,-0.1768807,-78.4814948," LA CAROLINA","07:55:58","numeric"
"12305",246,-0.220863,-78.51126,"ND","15:13:59","numeric"
"12306",26,-0.2203993,-78.5131261," CENTRO HISTORICO","10:30:41","numeric"
"12307",145,-0.2529851,-78.5213685," EL RECREO","16:00:20","character"
"12308",85,-0.2075673,-78.4837538," LA FLORESTA","12:08:49","POSIXct"
"12309",256,-0.21911,-78.512791,"ND","20:46:29","numeric"
"12310",238,-0.119486,-78.453083,"ND","02:47:41","numeric"
"12311",219,-0.2778382,-78.4655678," CONOCOTO","15:04:07","numeric"
"12312",128,-0.3001911,-78.5490886," QUITUMBE","15:59:49","character"
"12313",214,-0.2937703,-78.4352749,"ND","19:33:49","POSIXct"
"12314",238,-0.119486,-78.453083,"ND","18:11:48","numeric"
"12315",166,-0.2081819,-78.4902871," LA FLORESTA","11:28:03","numeric"
"12316",72,-0.2037455,-78.4947288," LA CAROLINA","00:51:48","numeric"
"12317",268,-0.126856,-78.470375,"ND","11:18:59","character"
"12318",237,-0.2493374,-78.4431392," PINTAG","06:23:47","POSIXct"
"12319",254,-0.219013,-78.508637,"ND","07:38:04","numeric"
"12320",42,-0.2240363,-78.5217735," CENTRO HISTORICO","19:59:15","numeric"
"12321",54,-0.1867726,-78.4849656," LA CAROLINA","09:58:24","numeric"
"12322",107,-0.238544299999999,-78.5251665," NO DEFINIDO","20:50:51","character"
"12323",137,-0.3446081,-78.55937," GUAMANI","02:39:01","POSIXct"
"12324",81,-0.2088524,-78.4895095," LA FLORESTA","15:54:10","numeric"
"12325",188,-0.272726,-78.5379767,"ND","14:15:44","numeric"
"12326",142,-0.1265143,-78.3184862," Antiguo Convenio","19:26:11","numeric"
"12327",153,-0.2177948,-78.5058868,"ND","19:16:18","character"
"12328",187,-0.258843,-78.5297155,"ND","08:16:43","POSIXct"
"12329",12,-0.2227623,-78.5170072," CENTRO HISTORICO","04:14:32","numeric"
"12330",95,-0.1659212,-78.4924221," Parque Suecia","00:02:35","numeric"
"12331",123,-0.2063694,-78.4962994," LA MARISCAL","22:58:31","numeric"
"12332",30,-0.2207828,-78.5104116," CENTRO HISTORICO","12:10:06","character"
"12333",237,-0.2493374,-78.4431392," PINTAG","19:00:42","POSIXct"
"12334",98,-0.1450108,-78.4870148," Bicentenario","14:59:34","numeric"
"12335",71,-0.1969489,-78.4894449," LA CAROLINA","22:53:55","numeric"
"12336",227,-0.2780099,-78.4567434,"ND","15:04:34","numeric"
"12337",76,-0.2041237,-78.4814931," LA FLORESTA","19:25:29","character"
"12338",172,-0.1779911,-78.4887099,"ND","02:13:46","POSIXct"
"12339",52,-0.1839268,-78.4869182," LA CAROLINA","06:07:40","numeric"
"12340",110,-0.203252,-78.4957051," NO DEFINIDO","12:25:51","numeric"
"12341",67,-0.2076481,-78.512139," LA CAROLINA","21:12:23","numeric"
"12342",239,-0.119253,-78.490336," LA OFELIA","07:42:29","character"
"12343",116,-0.246505,-78.5238898," NO DEFINIDO","17:09:21","POSIXct"
"12344",116,-0.246505,-78.5238898," NO DEFINIDO","17:14:54","numeric"
"12345",79,-0.2078069,-78.487842," LA FLORESTA","02:59:33","numeric"
"12346",40,-0.2198333,-78.51322," CENTRO HISTORICO","04:23:38","numeric"
"12347",164,-0.2097751,-78.5006028,"ND","14:37:54","character"
"12348",123,-0.2063694,-78.4962994," LA MARISCAL","08:52:10","POSIXct"
"12349",204,-0.2895701,-78.5385132,"ND","12:25:41","numeric"
"12350",163,-0.2087612,-78.5002273,"ND","06:08:10","numeric"
"12351",71,-0.1969489,-78.4894449," LA CAROLINA","11:34:07","numeric"
"12352",67,-0.2076481,-78.512139," LA CAROLINA","17:11:26","character"
"12353",130,-0.1568178,-78.4395236," NAYON","15:16:31","POSIXct"
"12354",94,-0.2001353,-78.4755349," LA FLORESTA","13:24:18","numeric"
"12355",200,-0.2809013,-78.5336315,"ND","20:15:01","numeric"
"12356",52,-0.1839268,-78.4869182," LA CAROLINA","15:21:01","numeric"
"12357",190,-0.2834332,-78.5443068," QUITUMBE","20:44:25","character"
"12358",115,-0.2921986,-78.4001434," LA MERCED","16:05:32","POSIXct"
"12359",106,-0.2205414,-78.5014772," NO DEFINIDO","01:18:26","numeric"
"12360",82,-0.2082518,-78.4902239," LA FLORESTA","02:58:34","numeric"
"12361",251,-0.221476,-78.510911,"ND","12:15:26","numeric"
"12362",115,-0.2921986,-78.4001434," LA MERCED","14:57:16","character"
"12363",67,-0.2076481,-78.512139," LA CAROLINA","11:03:01","POSIXct"
"12364",263,-0.229343,-78.511118,"ND","01:11:15","numeric"
"12365",31,-0.2085842,-78.4987575," CENTRO HISTORICO","15:09:03","numeric"
"12366",132,-0.2013945,-78.4794541," GUAPULO","11:32:48","numeric"
"12367",199,-0.271696,-78.5290182,"ND","12:52:13","character"
"12368",194,-0.2241892,-78.5130215," CENTRO HISTORICO","06:52:00","POSIXct"
"12369",173,-0.1719937,-78.4875727,"ND","06:46:17","numeric"
"12370",57,-0.1856246,-78.4845739," LA CAROLINA","23:20:29","numeric"
"12371",166,-0.2081819,-78.4902871," LA FLORESTA","23:13:28","numeric"
"12372",2,-0.2200103,-78.5150975," CENTRO HISTORICO","06:26:50","character"
"12373",97,-0.1450752,-78.4885597," Bicentenario","20:29:16","POSIXct"
"12374",29,-0.2218503,-78.5132253," CENTRO HISTORICO","07:17:23","numeric"
"12375",248,-0.220188,-78.512844,"ND","21:09:21","numeric"
"12376",4,-0.224385,-78.5137859," CENTRO HISTORICO","22:27:42","numeric"
"12377",160,-0.1918849,-78.4933233,"ND","12:33:39","character"
"12378",254,-0.219013,-78.508637,"ND","09:42:30","POSIXct"
"12379",203,-0.2785195,-78.5316896,"ND","00:05:06","numeric"
"12380",144,-0.219254,-78.38552," TUMBACO","20:04:36","numeric"
"12381",11,-0.2218235,-78.5181606," CENTRO HISTORICO","05:05:06","numeric"
"12382",191,-0.2786482,-78.5528255," CHILLOGALLO","20:59:48","character"
"12383",119,-0.1998054,-78.431611," NO DEFINIDO","06:33:37","POSIXct"
"12384",151,-0.2340918,-78.5142767,"ND","11:30:49","numeric"
"12385",180,-0.2365594,-78.527441,"ND","23:43:36","numeric"
"12386",228,-0.3119072,-78.4717798,"ND","17:24:40","numeric"
"12387",202,-0.2997623,-78.542397,"ND","08:18:55","character"
"12388",252,-0.219911,-78.509958,"ND","15:03:20","POSIXct"
"12389",133,-0.1875075,-78.4933662," Antiguo Convenio","09:31:22","numeric"
"12390",42,-0.2240363,-78.5217735," CENTRO HISTORICO","20:23:29","numeric"
"12391",258,-0.220943,-78.515096,"ND","14:48:44","numeric"
"12392",239,-0.119253,-78.490336," LA OFELIA","02:34:59","character"
"12393",88,-0.2102299,-78.4825548," LA FLORESTA","05:06:44","POSIXct"
"12394",136,-0.2728506,-78.5372716," SOLANDA","09:51:24","numeric"
"12395",66,-0.2689066,-78.4674454," LA CAROLINA","17:10:59","numeric"
"12396",173,-0.1719937,-78.4875727,"ND","02:02:55","numeric"
"12397",77,-0.2048775,-78.482971," LA FLORESTA","15:33:24","character"
"12398",196,-0.1630352,-78.4725308," EL INCA","00:58:55","POSIXct"
"12399",242,-0.220391,-78.511719,"ND","02:15:11","numeric"
"12400",141,-0.1154437,-78.49747," COTOCOLLAO","01:10:41","numeric"
"12401",224,-0.2600661,-78.4519262," GUANGOPOLO","18:05:08","numeric"
"12402",242,-0.220391,-78.511719,"ND","00:17:15","character"
"12403",192,-0.1636789,-78.4848046," EL INCA","06:43:35","POSIXct"
"12404",17,-0.2206594,-78.5144967," CENTRO HISTORICO","11:34:55","numeric"
"12405",189,-0.2784766,-78.5428262,"ND","18:35:20","numeric"
"12406",9,-0.2219683,-78.5141694," CENTRO HISTORICO","05:39:15","numeric"
"12407",112,-0.2877891,-78.5475254," NO DEFINIDO","14:55:36","character"
"12408",113,-0.2921879,-78.4777826," CONOCOTO","18:05:31","POSIXct"
"12409",30,-0.2207828,-78.5104116," CENTRO HISTORICO","03:24:36","numeric"
"12410",43,-0.2177251,-78.5119647," CENTRO HISTORICO","13:44:45","numeric"
"12411",129,-0.2219094,-78.5084766," LA MARIN","15:29:33","numeric"
"12412",143,-0.208611,-78.3934164," TUMBACO","19:42:35","character"
"12413",175,-0.2140827,-78.4986877,"ND","05:49:51","POSIXct"
"12414",245,-0.220349,-78.51105,"ND","06:37:33","numeric"
"12415",119,-0.1998054,-78.431611," NO DEFINIDO","17:35:41","numeric"
"12416",13,-0.223127,-78.5150599," CENTRO HISTORICO","15:02:50","numeric"
"12417",198,-0.2671578,-78.5270655,"ND","05:45:50","character"
"12418",85,-0.2075673,-78.4837538," LA FLORESTA","02:07:28","POSIXct"
"12419",162,-0.2043785,-78.498677," LA MARISCAL","03:10:18","numeric"
"12420",128,-0.3001911,-78.5490886," QUITUMBE","01:30:49","numeric"
"12421",195,-0.1701591,-78.4761143,"ND","03:04:30","numeric"
"12422",12,-0.2227623,-78.5170072," CENTRO HISTORICO","21:50:19","character"
"12423",114,-0.2856326,-78.441098," EL TINGO","20:37:58","POSIXct"
"12424",175,-0.2140827,-78.4986877,"ND","04:14:52","numeric"
"12425",191,-0.2786482,-78.5528255," CHILLOGALLO","03:21:44","numeric"
"12426",88,-0.2102299,-78.4825548," LA FLORESTA","04:48:45","numeric"
"12427",4,-0.224385,-78.5137859," CENTRO HISTORICO","18:20:26","character"
"12428",209,-0.2988879,-78.4438151,"ND","23:08:13","POSIXct"
"12429",251,-0.221476,-78.510911,"ND","03:26:16","numeric"
"12430",147,-0.2394026,-78.5169268," CHIMBACALLE","03:28:32","numeric"
"12431",20,-0.218578,-78.5139415," CENTRO HISTORICO","15:03:48","numeric"
"12432",24,-0.2136053,-78.5015953," CENTRO HISTORICO","23:59:00","character"
"12433",85,-0.2075673,-78.4837538," LA FLORESTA","09:21:26","POSIXct"
"12434",196,-0.1630352,-78.4725308," EL INCA","12:18:32","numeric"
"12435",75,-0.205317,-78.4795209999999," LA FLORESTA","12:47:12","numeric"
"12436",143,-0.208611,-78.3934164," TUMBACO","23:26:46","numeric"
"12437",176,-0.1966806,-78.4998035,"ND","09:43:02","character"
"12438",266,-0.209506,-78.497329,"ND","20:47:52","POSIXct"
"12439",222,-0.2891463,-78.4669572,"ND","15:45:31","numeric"
"12440",38,-0.2212495,-78.5161972," CENTRO HISTORICO","01:43:00","numeric"
"12441",84,-0.2086921,-78.4858141," LA FLORESTA","19:33:25","numeric"
"12442",167,-0.1882478,-78.491832,"ND","21:21:24","character"
"12443",27,-0.2186639,-78.5102991," CENTRO HISTORICO","07:42:26","POSIXct"
"12444",247,-0.221011,-78.511657,"ND","10:41:29","numeric"
"12445",77,-0.2048775,-78.482971," LA FLORESTA","19:56:55","numeric"
"12446",40,-0.2198333,-78.51322," CENTRO HISTORICO","09:14:56","numeric"
"12447",12,-0.2227623,-78.5170072," CENTRO HISTORICO","16:47:49","character"
"12448",100,-0.1420711,-78.4883022," Bicentenario","08:55:37","POSIXct"
"12449",122,-0.3140441,-78.4737277," CONOCOTO","04:11:39","numeric"
"12450",117,-0.099136,-78.453081," NO DEFINIDO","06:02:11","numeric"
"12451",236,-0.198408,-78.424648," CUMBAYA","10:58:47","numeric"
"12452",238,-0.119486,-78.453083,"ND","07:52:25","character"
"12453",241,-0.166931,-78.308594,"ND","17:43:12","POSIXct"
"12454",4,-0.224385,-78.5137859," CENTRO HISTORICO","09:28:19","numeric"
"12455",41,-0.2228065,-78.5125803," CENTRO HISTORICO","03:14:48","numeric"
"12456",68,-0.2074845,-78.5122168," LA CAROLINA","08:06:31","numeric"
"12457",33,-0.2110357,-78.4967566," CENTRO HISTORICO","10:35:48","character"
"12458",266,-0.209506,-78.497329,"ND","10:03:20","POSIXct"
"12459",199,-0.271696,-78.5290182,"ND","01:15:04","numeric"
"12460",27,-0.2186639,-78.5102991," CENTRO HISTORICO","18:47:32","numeric"
"12461",245,-0.220349,-78.51105,"ND","03:09:57","numeric"
"12462",104,-0.239890699999999,-78.516503," NO DEFINIDO","11:50:10","character"
"12463",257,-0.218603,-78.511359,"ND","08:04:10","POSIXct"
"12464",104,-0.239890699999999,-78.516503," NO DEFINIDO","23:31:18","numeric"
"12465",191,-0.2786482,-78.5528255," CHILLOGALLO","06:22:30","numeric"
"12466",113,-0.2921879,-78.4777826," CONOCOTO","06:10:24","numeric"
"12467",106,-0.2205414,-78.5014772," NO DEFINIDO","04:40:30","character"
"12468",248,-0.220188,-78.512844,"ND","08:06:41","POSIXct"
"12469",181,-0.2408724,-78.5319042," LA MAGDALENA","08:46:36","numeric"
"12470",39,-0.2198762,-78.5070616," CENTRO HISTORICO","02:46:21","numeric"
"12471",79,-0.2078069,-78.487842," LA FLORESTA","02:29:36","numeric"
"12472",64,-0.1767251,-78.4821975," LA CAROLINA","08:27:20","character"
"12473",50,-0.2178056,-78.5052806," CENTRO HISTORICO","05:29:44","POSIXct"
"12474",153,-0.2177948,-78.5058868,"ND","05:23:22","numeric"
"12475",81,-0.2088524,-78.4895095," LA FLORESTA","02:37:36","numeric"
"12476",47,-0.2214185,-78.5127211," CENTRO HISTORICO","12:53:40","numeric"
"12477",252,-0.219911,-78.509958,"ND","18:56:44","character"
"12478",70,-0.1923677,-78.4883291," LA CAROLINA","03:55:28","POSIXct"
"12479",127,-0.2484601,-78.5257342," Antiguo Convenio","22:00:47","numeric"
"12480",220,-0.2802709,-78.4628319,"ND","01:27:50","numeric"
"12481",12,-0.2227623,-78.5170072," CENTRO HISTORICO","02:07:49","numeric"
"12482",78,-0.2055912,-78.4844403," LA FLORESTA","13:23:25","character"
"12483",79,-0.2078069,-78.487842," LA FLORESTA","08:54:37","POSIXct"
"12484",84,-0.2086921,-78.4858141," LA FLORESTA","04:56:31","numeric"
"12485",40,-0.2198333,-78.51322," CENTRO HISTORICO","11:04:37","numeric"
"12486",241,-0.166931,-78.308594,"ND","09:27:31","numeric"
"12487",244,-0.219732,-78.511187,"ND","06:14:43","character"
"12488",50,-0.2178056,-78.5052806," CENTRO HISTORICO","03:26:05","POSIXct"
"12489",98,-0.1450108,-78.4870148," Bicentenario","11:38:24","numeric"
"12490",224,-0.2600661,-78.4519262," GUANGOPOLO","13:34:06","numeric"
"12491",207,-0.2876335,-78.4458268,"ND","13:58:22","numeric"
"12492",4,-0.224385,-78.5137859," CENTRO HISTORICO","10:12:42","character"
"12493",55,-0.1882612,-78.4840509," LA CAROLINA","13:55:32","POSIXct"
"12494",128,-0.3001911,-78.5490886," QUITUMBE","05:28:33","numeric"
"12495",107,-0.238544299999999,-78.5251665," NO DEFINIDO","05:24:13","numeric"
"12496",107,-0.238544299999999,-78.5251665," NO DEFINIDO","09:43:23","numeric"
"12497",133,-0.1875075,-78.4933662," Antiguo Convenio","02:21:04","character"
"12498",49,-0.2234865,-78.5092154," CENTRO HISTORICO","23:16:46","POSIXct"
"12499",151,-0.2340918,-78.5142767,"ND","18:28:29","numeric"
"12500",58,-0.1830296,-78.4822974," LA CAROLINA","02:16:25","numeric"
"12501",57,-0.1856246,-78.4845739," LA CAROLINA","14:47:38","numeric"
"12502",6,-0.2238485,-78.5151109," CENTRO HISTORICO","01:43:37","character"
"12503",10,-0.2234436,-78.5163448," CENTRO HISTORICO","22:07:33","POSIXct"
"12504",177,-0.1970883,-78.5000396,"ND","21:48:44","numeric"
"12505",12,-0.2227623,-78.5170072," CENTRO HISTORICO","16:23:00","numeric"
"12506",191,-0.2786482,-78.5528255," CHILLOGALLO","00:58:35","numeric"
"12507",84,-0.2086921,-78.4858141," LA FLORESTA","13:32:35","character"
"12508",227,-0.2780099,-78.4567434,"ND","07:00:16","POSIXct"
"12509",202,-0.2997623,-78.542397,"ND","10:46:16","numeric"
"12510",191,-0.2786482,-78.5528255," CHILLOGALLO","22:37:52","numeric"
"12511",152,-0.2204609,-78.5107952," CENTRO HISTORICO","12:46:20","numeric"
"12512",55,-0.1882612,-78.4840509," LA CAROLINA","20:02:37","character"
"12513",2,-0.2200103,-78.5150975," CENTRO HISTORICO","05:45:20","POSIXct"
"12514",180,-0.2365594,-78.527441,"ND","18:32:33","numeric"
"12515",51,-0.2186907,-78.5085744," CENTRO HISTORICO","16:07:48","numeric"
"12516",56,-0.1880037,-78.4855529," LA CAROLINA","04:20:33","numeric"
"12517",26,-0.2203993,-78.5131261," CENTRO HISTORICO","01:36:00","character"
"12518",47,-0.2214185,-78.5127211," CENTRO HISTORICO","01:36:09","POSIXct"
"12519",148,-0.2310341,-78.5133702,"ND","22:19:37","numeric"
"12520",129,-0.2219094,-78.5084766," LA MARIN","15:46:43","numeric"
"12521",106,-0.2205414,-78.5014772," NO DEFINIDO","21:13:26","numeric"
"12522",250,-0.221246,-78.512436,"ND","10:35:04","character"
"12523",99,-0.1402687,-78.4885597," Bicentenario","05:13:45","POSIXct"
"12524",82,-0.2082518,-78.4902239," LA FLORESTA","10:55:03","numeric"
"12525",190,-0.2834332,-78.5443068," QUITUMBE","07:19:24","numeric"
"12526",126,-0.2030404,-78.4895484," LA MARISCAL","04:10:44","numeric"
"12527",120,-0.2021764,-78.4886912," NO DEFINIDO","10:51:10","character"
"12528",197,-0.2602807,-78.5227633,"ND","19:25:35","POSIXct"
"12529",15,-0.2185432,-78.5123696," CENTRO HISTORICO","11:03:30","numeric"
"12530",132,-0.2013945,-78.4794541," GUAPULO","16:13:36","numeric"
"12531",256,-0.21911,-78.512791,"ND","06:31:05","numeric"
"12532",133,-0.1875075,-78.4933662," Antiguo Convenio","04:30:48","character"
"12533",209,-0.2988879,-78.4438151,"ND","19:12:33","POSIXct"
"12534",210,-0.3010229,-78.4456095,"ND","12:57:07","numeric"
"12535",120,-0.2021764,-78.4886912," NO DEFINIDO","00:37:01","numeric"
"12536",48,-0.2228883,-78.5104707," CENTRO HISTORICO","21:12:41","numeric"
"12537",107,-0.238544299999999,-78.5251665," NO DEFINIDO","11:30:07","character"
"12538",62,-0.1768807,-78.4814948," LA CAROLINA","07:57:02","POSIXct"
"12539",63,-0.17665,-78.4828306," LA CAROLINA","12:29:29","numeric"
"12540",153,-0.2177948,-78.5058868,"ND","16:38:53","numeric"
"12541",243,-0.219723,-78.511905,"ND","16:48:13","numeric"
"12542",173,-0.1719937,-78.4875727,"ND","09:11:06","character"
"12543",219,-0.2778382,-78.4655678," CONOCOTO","00:56:57","POSIXct"
"12544",241,-0.166931,-78.308594,"ND","20:28:12","numeric"
"12545",200,-0.2809013,-78.5336315,"ND","17:10:25","numeric"
"12546",29,-0.2218503,-78.5132253," CENTRO HISTORICO","02:32:30","numeric"
"12547",139,-0.2698078,-78.4637868," CONOCOTO","15:33:42","character"
"12548",163,-0.2087612,-78.5002273,"ND","22:53:41","POSIXct"
"12549",236,-0.198408,-78.424648," CUMBAYA","15:39:00","numeric"
"12550",192,-0.1636789,-78.4848046," EL INCA","14:26:10","numeric"
"12551",152,-0.2204609,-78.5107952," CENTRO HISTORICO","21:23:01","numeric"
"12552",207,-0.2876335,-78.4458268,"ND","07:29:14","character"
"12553",55,-0.1882612,-78.4840509," LA CAROLINA","13:56:22","POSIXct"
"12554",91,-0.2126498,-78.4847694," LA FLORESTA","05:07:32","numeric"
"12555",164,-0.2097751,-78.5006028,"ND","17:58:22","numeric"
"12556",179,-0.2046092,-78.5061228,"ND","04:17:16","numeric"
"12557",204,-0.2895701,-78.5385132,"ND","06:53:51","character"
"12558",27,-0.2186639,-78.5102991," CENTRO HISTORICO","16:47:31","POSIXct"
"12559",116,-0.246505,-78.5238898," NO DEFINIDO","22:59:15","numeric"
"12560",18,-0.2175588,-78.5131609," CENTRO HISTORICO","22:46:21","numeric"
"12561",142,-0.1265143,-78.3184862," Antiguo Convenio","12:36:38","numeric"
"12562",99,-0.1402687,-78.4885597," Bicentenario","23:55:11","character"
"12563",151,-0.2340918,-78.5142767,"ND","15:20:50","POSIXct"
"12564",264,-0.228977,-78.518449,"ND","00:42:34","numeric"
"12565",174,-0.2026673,-78.486886,"ND","10:35:30","numeric"
"12566",234,-0.2117814,-78.4056902,"ND","22:12:26","numeric"
"12567",38,-0.2212495,-78.5161972," CENTRO HISTORICO","23:22:40","character"
"12568",36,-0.2152629,-78.5068095," CENTRO HISTORICO","01:19:18","POSIXct"
"12569",73,-0.2015298,-78.479274," LA FLORESTA","07:46:20","numeric"
"12570",167,-0.1882478,-78.491832,"ND","05:36:48","numeric"
"12571",23,-0.2133263,-78.5077858," CENTRO HISTORICO","23:33:54","numeric"
"12572",36,-0.2152629,-78.5068095," CENTRO HISTORICO","21:27:19","character"
"12573",119,-0.1998054,-78.431611," NO DEFINIDO","01:22:43","POSIXct"
"12574",264,-0.228977,-78.518449,"ND","17:51:00","numeric"
"12575",19,-0.220284,-78.5095749," CENTRO HISTORICO","02:46:12","numeric"
"12576",155,-0.215912,-78.5030544,"ND","20:42:31","numeric"
"12577",189,-0.2784766,-78.5428262,"ND","03:28:05","character"
"12578",79,-0.2078069,-78.487842," LA FLORESTA","17:03:05","POSIXct"
"12579",119,-0.1998054,-78.431611," NO DEFINIDO","09:02:57","numeric"
"12580",259,-0.223575,-78.515831,"ND","23:26:33","numeric"
"12581",171,-0.1818374,-78.4898365," LA CAROLINA","17:13:08","numeric"
"12582",82,-0.2082518,-78.4902239," LA FLORESTA","04:56:19","character"
"12583",189,-0.2784766,-78.5428262,"ND","20:23:25","POSIXct"
"12584",17,-0.2206594,-78.5144967," CENTRO HISTORICO","18:25:42","numeric"
"12585",71,-0.1969489,-78.4894449," LA CAROLINA","18:52:34","numeric"
"12586",259,-0.223575,-78.515831,"ND","20:50:56","numeric"
"12587",60,-0.1876121,-78.487523," LA CAROLINA","23:41:35","character"
"12588",4,-0.224385,-78.5137859," CENTRO HISTORICO","11:17:40","POSIXct"
"12589",64,-0.1767251,-78.4821975," LA CAROLINA","12:00:58","numeric"
"12590",23,-0.2133263,-78.5077858," CENTRO HISTORICO","05:41:03","numeric"
"12591",183,-0.2575448,-78.5436416,"ND","02:20:17","numeric"
"12592",75,-0.205317,-78.4795209999999," LA FLORESTA","13:23:05","character"
"12593",108,-0.2070983,-78.4953994," NO DEFINIDO","20:40:43","POSIXct"
"12594",229,-0.2085252,-78.4398937,"ND","08:24:10","numeric"
"12595",123,-0.2063694,-78.4962994," LA MARISCAL","16:39:44","numeric"
"12596",222,-0.2891463,-78.4669572,"ND","22:27:34","numeric"
"12597",156,-0.2091367,-78.4959358,"ND","09:25:31","character"
"12598",241,-0.166931,-78.308594,"ND","22:22:07","POSIXct"
"12599",121,-0.113134,-78.4945629999999," LA DELICIA","06:41:01","numeric"
"12600",54,-0.1867726,-78.4849656," LA CAROLINA","08:23:08","numeric"
"12601",166,-0.2081819,-78.4902871," LA FLORESTA","11:50:31","numeric"
"12602",190,-0.2834332,-78.5443068," QUITUMBE","09:26:05","character"
"12603",24,-0.2136053,-78.5015953," CENTRO HISTORICO","07:24:26","POSIXct"
"12604",4,-0.224385,-78.5137859," CENTRO HISTORICO","08:14:55","numeric"
"12605",142,-0.1265143,-78.3184862," Antiguo Convenio","04:36:18","numeric"
"12606",159,-0.1915898,-78.4930927,"ND","00:24:20","numeric"
"12607",111,-0.0886416,-78.4709001," CARCELEN","23:26:12","character"
"12608",140,-0.1801369,-78.4671879," Antiguo Convenio","17:04:52","POSIXct"
"12609",236,-0.198408,-78.424648," CUMBAYA","23:35:22","numeric"
"12610",44,-0.2234167,-78.5098243," CENTRO HISTORICO","12:41:32","numeric"
"12611",254,-0.219013,-78.508637,"ND","07:29:44","numeric"
"12612",246,-0.220863,-78.51126,"ND","00:27:12","character"
"12613",58,-0.1830296,-78.4822974," LA CAROLINA","00:37:38","POSIXct"
"12614",76,-0.2041237,-78.4814931," LA FLORESTA","01:57:17","numeric"
"12615",268,-0.126856,-78.470375,"ND","14:55:09","numeric"
"12616",230,-0.2147693,-78.4453654,"ND","15:30:58","numeric"
"12617",164,-0.2097751,-78.5006028,"ND","20:19:55","character"
"12618",116,-0.246505,-78.5238898," NO DEFINIDO","05:48:50","POSIXct"
"12619",224,-0.2600661,-78.4519262," GUANGOPOLO","14:54:18","numeric"
"12620",58,-0.1830296,-78.4822974," LA CAROLINA","13:23:04","numeric"
"12621",51,-0.2186907,-78.5085744," CENTRO HISTORICO","17:49:03","numeric"
"12622",257,-0.218603,-78.511359,"ND","05:06:43","character"
"12623",120,-0.2021764,-78.4886912," NO DEFINIDO","09:20:17","POSIXct"
"12624",194,-0.2241892,-78.5130215," CENTRO HISTORICO","06:36:26","numeric"
"12625",198,-0.2671578,-78.5270655,"ND","09:06:54","numeric"
"12626",134,-0.1809684,-78.4926689," Antiguo Convenio","13:28:58","numeric"
"12627",261,-0.22564,-78.513395,"ND","03:20:45","character"
"12628",87,-0.2096066,-78.4832425," LA FLORESTA","16:43:21","POSIXct"
"12629",180,-0.2365594,-78.527441,"ND","18:23:18","numeric"
"12630",252,-0.219911,-78.509958,"ND","14:50:30","numeric"
"12631",195,-0.1701591,-78.4761143,"ND","22:14:29","numeric"
"12632",201,-0.2935825,-78.5400582,"ND","04:33:35","character"
"12633",69,-0.3917269,-78.5423622," LA CAROLINA","02:16:51","POSIXct"
"12634",25,-0.2141417,-78.5022765," CENTRO HISTORICO","05:16:51","numeric"
"12635",111,-0.0886416,-78.4709001," CARCELEN","03:00:27","numeric"
"12636",235,-0.2027531,-78.4401298," CUMBAYA","04:35:50","numeric"
"12637",30,-0.2207828,-78.5104116," CENTRO HISTORICO","13:05:25","character"
